,epoch,loss
0,0.0,0.27856198205082106
1,0.0,1.6779383383129378
2,0.0,0.08147563714544903
3,0.0,0.08139715739409158
4,0.0,0.2787853920235448
5,0.0,1.677986852470609
6,0.0,0.27879860033302445
7,0.0,0.27894490338883365
8,0.0,0.27867267559716147
9,0.0,1.6776397660005746
10,0.0,1.6781331678347884
11,0.0,0.08153480399208878
12,0.0,0.08130061204155342
13,0.0,0.08154742282676547
14,0.0,1.677783115246621
15,0.0,0.08171972157253386
16,0.0,0.2787804243047596
17,0.0,0.08037367567315817
18,0.0,0.27861167763460587
19,0.0,1.6782622782979684
20,0.0,0.08186271980050569
21,0.0,0.2784662947369154
22,0.0,1.6781582276686575
23,0.0,0.08156335462751696
24,0.0,0.08152925069664546
25,0.0,0.08146126085979295
26,0.0,0.2787893420233349
27,0.0,1.6781360785819162
28,0.0,1.6779602190271543
29,0.0,0.2783425294728937
30,0.0,0.08146987637731046
31,0.0,0.2787341588288934
32,0.0,0.27870867038085384
33,0.0,0.08181866974792512
34,0.0,0.27879968593769316
35,0.0,0.08172198123372561
36,0.0,0.0816719621295553
37,0.0,0.08130061204155342
38,0.0,1.6782632680259661
39,0.0,0.2787114929209098
40,0.0,0.2788898074702506
41,0.0,0.08127846395824077
42,0.0,0.08164802956802913
43,0.0,0.27858445706838747
44,0.0,1.6776166376549846
45,0.0,1.6779722645330182
46,0.0,1.677894874004342
47,0.0,0.08099797348502191
48,0.0,1.6778808044700875
49,0.0,0.2783699907456862
50,0.0,1.6776017880643133
51,0.0,0.2789529379751108
52,0.0,0.27881217238380335
53,0.0,0.27862188460226067
54,0.0,1.6778192411797066
55,0.0,0.08150284144209782
56,0.0,0.2781926685093845
57,0.0,0.27873667033574473
58,0.0,0.2787224495584412
59,0.0,1.6783928092826774
60,0.0,0.0812354434702882
61,0.0,0.08145196989978715
62,0.0,1.6779954222990854
63,0.0,0.08155143969908978
64,0.0,0.08215078974358192
65,0.0,1.6778057075857415
66,0.0,0.2787061163319668
67,0.0,0.08189288317032185
68,0.0,0.08119708332612528
69,0.0,1.6778629354794328
70,0.0,0.08130061204155342
71,0.0,0.0814298047653127
72,0.0,1.6783380114189292
73,0.0,1.6781000140738536
74,0.0,0.27878777144846384
75,0.0,0.2788604282026973
76,0.0,1.6781931464027053
77,0.0,0.08165980256644609
78,0.0,0.08162456773241171
79,0.0,1.6785302830098505
80,0.0,0.2788646678285076
81,0.0,0.08119512494111306
82,0.0,1.6779766593180843
83,0.0,1.677691394391793
84,0.0,0.0823365706612135
85,0.0,0.0813634366515869
86,0.0,0.278878957471271
87,0.0,1.6777553779730945
88,0.0,0.2789392964018304
89,0.0,1.6778941802011875
90,0.0,0.08153927058343963
91,0.0,0.27881034482510636
92,0.0,0.08169537975555792
93,0.0,1.6779845590491567
94,0.0,0.2786192322467284
95,0.0,1.6778505055941055
96,0.0,0.27876050891198256
97,0.0,1.6777721561306138
98,0.0,0.27855050704404277
99,0.0,1.6780895282502541
100,0.0,1.6774120287620633
101,0.0,0.2785876488856846
102,0.0,0.27868589836590163
103,0.0,1.6779487841880838
104,0.0,0.2782319392422843
105,0.0,0.08224911612485174
106,0.0,1.6782336246100706
107,0.0,1.6778638042596883
108,0.0,0.2789686933252142
109,0.0,0.2786395964272472
110,0.0,0.08134159268597799
111,0.0,0.08164266764662577
112,0.0,1.678048259177924
113,0.0,0.0812403621889367
114,0.0,0.278685083103261
115,0.0,1.6783164603861171
116,0.0,0.27854329266427236
117,0.0,0.0810786336160389
118,0.0,0.08233844059890216
119,0.0,0.08115703909240554
120,1.0,0.27856198205082106
121,1.0,1.6779383383129378
122,1.0,0.08147563714544903
123,1.0,0.08139715739409158
124,1.0,0.2787853920235448
125,1.0,1.677986852470609
126,1.0,0.27879860033302445
127,1.0,0.27894490338883365
128,1.0,0.27867267559716147
129,1.0,1.6776397660005746
130,1.0,1.6781331678347884
131,1.0,0.08153480399208878
132,1.0,0.08130061204155342
133,1.0,0.08154742282676547
134,1.0,1.677783115246621
135,1.0,0.08171972157253386
136,1.0,0.2787804243047596
137,1.0,0.08037367567315817
138,1.0,0.27861167763460587
139,1.0,1.6782622782979684
140,1.0,0.08186271980050569
141,1.0,0.2784662947369154
142,1.0,1.6781582276686575
143,1.0,0.08156335462751696
144,1.0,0.08152925069664546
145,1.0,0.08146126085979295
146,1.0,0.2787893420233349
147,1.0,1.6781360785819162
148,1.0,1.6779602190271543
149,1.0,0.2783425294728937
150,1.0,0.08146987637731046
151,1.0,0.2787341588288934
152,1.0,0.27870867038085384
153,1.0,0.08181866974792512
154,1.0,0.27879968593769316
155,1.0,0.08172198123372561
156,1.0,0.0816719621295553
157,1.0,0.08130061204155342
158,1.0,1.6782632680259661
159,1.0,0.2787114929209098
160,1.0,0.2788898074702506
161,1.0,0.08127846395824077
162,1.0,0.08164802956802913
163,1.0,0.27858445706838747
164,1.0,1.6776166376549846
165,1.0,1.6779722645330182
166,1.0,1.677894874004342
167,1.0,0.08099797348502191
168,1.0,1.6778808044700875
169,1.0,0.2783699907456862
170,1.0,1.6776017880643133
171,1.0,0.2789529379751108
172,1.0,0.27881217238380335
173,1.0,0.27862188460226067
174,1.0,1.6778192411797066
175,1.0,0.08150284144209782
176,1.0,0.2781926685093845
177,1.0,0.27873667033574473
178,1.0,0.2787224495584412
179,1.0,1.6783928092826774
180,1.0,0.0812354434702882
181,1.0,0.08145196989978715
182,1.0,1.6779954222990854
183,1.0,0.08155143969908978
184,1.0,0.08215078974358192
185,1.0,1.6778057075857415
186,1.0,0.2787061163319668
187,1.0,0.08189288317032185
188,1.0,0.08119708332612528
189,1.0,1.6778629354794328
190,1.0,0.08130061204155342
191,1.0,0.0814298047653127
192,1.0,1.6783380114189292
193,1.0,1.6781000140738536
194,1.0,0.27878777144846384
195,1.0,0.2788604282026973
196,1.0,1.6781931464027053
197,1.0,0.08165980256644609
198,1.0,0.08162456773241171
199,1.0,1.6785302830098505
200,1.0,0.2788646678285076
201,1.0,0.08119512494111306
202,1.0,1.6779766593180843
203,1.0,1.677691394391793
204,1.0,0.0823365706612135
205,1.0,0.0813634366515869
206,1.0,0.278878957471271
207,1.0,1.6777553779730945
208,1.0,0.2789392964018304
209,1.0,1.6778941802011875
210,1.0,0.08153927058343963
211,1.0,0.27881034482510636
212,1.0,0.08169537975555792
213,1.0,1.6779845590491567
214,1.0,0.2786192322467284
215,1.0,1.6778505055941055
216,1.0,0.27876050891198256
217,1.0,1.6777721561306138
218,1.0,0.27855050704404277
219,1.0,1.6780895282502541
220,1.0,1.6774120287620633
221,1.0,0.2785876488856846
222,1.0,0.27868589836590163
223,1.0,1.6779487841880838
224,1.0,0.2782319392422843
225,1.0,0.08224911612485174
226,1.0,1.6782336246100706
227,1.0,1.6778638042596883
228,1.0,0.2789686933252142
229,1.0,0.2786395964272472
230,1.0,0.08134159268597799
231,1.0,0.08164266764662577
232,1.0,1.678048259177924
233,1.0,0.0812403621889367
